667968c43d53642023bdb913,迷人之躯,察觉,"",1,无,40,胖可丁,一般,妖精
667968c43d53642023bdb914,精神力,穿透,"",1,无,41,超音蝠,毒,飞行
667968c43d53642023bdb915,精神力,穿透,"",1,无,42,大嘴蝠,毒,飞行
667968c43d53642023bdb916,叶绿素,逃跑,"",1,无,43,走路草,草,毒
667968c43d53642023bdb917,叶绿素,恶臭,"",1,无,44,臭臭花,草,毒
667968c43d53642023bdb918,叶绿素,孢子,"",1,无,45,霸王花,草,毒
667968c43d53642023bdb919,孢子,湿气,"",1,无,46,派拉斯,虫,草
667968c43d53642023bdb91a,孢子,湿气,"",1,无,47,派拉斯特,虫,草
667968c43d53642023bdb91b,复眼,逃跑,"",1,无,48,毛球,虫,毒
667968c43d53642023bdb91c,鳞粉,奇迹皮肤,"",1,无,49,摩鲁蛾,虫,毒
667968c43d53642023bdb91d,沙隐,沙之力,"",1,无,50,地鼠,地面,""
667968c43d53642023bdb91e,沙隐,沙之力,阿罗拉的样子,1,无,50,地鼠阿罗拉的样子,地面,钢
667968c43d53642023bdb91f,沙隐,沙之力,"",1,无,51,三地鼠,地面,""
667968c43d53642023bdb920,沙隐,沙之力,阿罗拉的样子,1,无,51,三地鼠阿罗拉的样子,地面,钢
667968c43d53642023bdb921,捡拾,紧张感,"",1,无,52,喵喵,一般,""
667968c43d53642023bdb922,捡拾,胆怯,阿罗拉的样子,1,无,52,喵喵阿罗拉的样子,恶,""
667968c43d53642023bdb923,捡拾,紧张感,伽勒尔的样子,1,无,52,喵喵伽勒尔的样子,钢,""
667968c43d53642023bdb924,柔软,紧张感,"",1,无,53,猫老大,一般,""
667968c43d53642023bdb925,毛皮大衣,胆怯,阿罗拉的样子,1,无,53,猫老大阿罗拉的样子,恶,""
667968c43d53642023bdb926,湿气,悠游自如,"",1,无,54,可达鸭,水,""
667968c43d53642023bdb927,湿气,悠游自如,"",1,无,55,哥达鸭,水,""
667968c43d53642023bdb928,干劲,不服输,"",1,无,56,猴怪,格斗,""
667968c43d53642023bdb929,干劲,不服输,"",1,无,57,火暴猴,格斗,""
667968c43d53642023bdb92a,威吓,正义之心,"",1,无,58,卡蒂狗,火,""
667968c43d53642023bdb92b,威吓,坚硬脑袋,洗翠的样子,1,无,58,卡蒂狗洗翠的样子,火,岩石
667968c43d53642023bdb92c,威吓,正义之心,"",1,无,59,风速狗,火,""
667968c43d53642023bdb92d,威吓,坚硬脑袋,洗翠的样子,1,无,59,风速狗洗翠的样子,火,岩石
667968c43d53642023bdb92e,储水,悠游自如,"",1,无,60,蚊香蝌蚪,水,""
667968c43d53642023bdb92f,储水,悠游自如,"",1,无,61,蚊香君,水,""
667968c43d53642023bdb930,储水,悠游自如,"",1,无,62,蚊香泳士,水,格斗
667968c43d53642023bdb931,同步,魔法防守,"",1,无,63,凯西,超能力,""
667968c43d53642023bdb932,同步,魔法防守,"",1,无,64,勇基拉,超能力,""
667968c43d53642023bdb933,同步,魔法防守,"",1,无,65,胡地,超能力,""
667968c43d53642023bdb934,复制,"",超级胡地,1,无,65,胡地超级胡地,超能力,""
667968c43d53642023bdb935,毅力,不屈之心,"",1,无,66,腕力,格斗,""
667968c43d53642023bdb936,毅力,不屈之心,"",1,无,67,豪力,格斗,""
667968c43d53642023bdb937,毅力,不屈之心,"",1,无,68,怪力,格斗,""
667968c43d53642023bdb938,叶绿素,贪吃鬼,"",1,无,69,喇叭芽,草,毒
667968c43d53642023bdb939,叶绿素,贪吃鬼,"",1,无,70,口呆花,草,毒
667968c43d53642023bdb93a,叶绿素,贪吃鬼,"",1,无,71,大食花,草,毒
667968c43d53642023bdb93b,恒净之躯,雨盘,"",1,无,72,玛瑙水母,水,毒
667968c43d53642023bdb93c,恒净之躯,雨盘,"",1,无,73,毒刺水母,水,毒
667968c43d53642023bdb93d,坚硬脑袋,沙隐,"",1,无,74,小拳石,岩石,地面
667968c43d53642023bdb93e,磁力,电气皮肤,阿罗拉的样子,1,无,74,小拳石阿罗拉的样子,岩石,电
667968c43d53642023bdb93f,坚硬脑袋,沙隐,"",1,无,75,隆隆石,岩石,地面
667968c43d53642023bdb940,磁力,电气皮肤,阿罗拉的样子,1,无,75,隆隆石阿罗拉的样子,岩石,电
667968c43d53642023bdb941,坚硬脑袋,沙隐,"",1,无,76,隆隆岩,岩石,地面
667968c43d53642023bdb942,磁力,电气皮肤,阿罗拉的样子,1,无,76,隆隆岩阿罗拉的样子,岩石,电
667968c43d53642023bdb943,逃跑,火焰之躯,"",1,无,77,小火马,火,""
667968c43d53642023bdb944,逃跑,危险预知,伽勒尔的样子,1,无,77,小火马伽勒尔的样子,超能力,""
667968c43d53642023bdb945,逃跑,火焰之躯,"",1,无,78,烈焰马,火,""
667968c43d53642023bdb946,逃跑,危险预知,伽勒尔的样子,1,无,78,烈焰马伽勒尔的样子,超能力,妖精
667968c43d53642023bdb947,迟钝,再生力,"",1,无,79,呆呆兽,水,超能力
667968c43d53642023bdb948,贪吃鬼,再生力,伽勒尔的样子,1,无,79,呆呆兽伽勒尔的样子,超能力,""
667968c43d53642023bdb949,迟钝,再生力,"",1,无,80,呆壳兽,水,超能力
667968c43d53642023bdb94a,硬壳盔甲,"",超级呆壳兽,1,无,80,呆壳兽超级呆壳兽,水,超能力
667968c43d53642023bdb94b,速击,再生力,伽勒尔的样子,1,无,80,呆壳兽伽勒尔的样子,毒,超能力
667968c43d53642023bdb94c,磁力,分析,"",1,无,81,小磁怪,电,钢
667968c43d53642023bdb94d,磁力,分析,"",1,无,82,三合一磁怪,电,钢
667968c43d53642023bdb94e,锐利目光,不服输,"",1,无,83,大葱鸭,一般,飞行
667968c43d53642023bdb94f,不屈之心,胆量,伽勒尔的样子,1,无,83,大葱鸭伽勒尔的样子,格斗,""
667968c43d53642023bdb950,逃跑,蹒跚,"",1,无,84,嘟嘟,一般,飞行
667968c43d53642023bdb951,逃跑,蹒跚,"",1,无,85,嘟嘟利,一般,飞行
667968c43d53642023bdb952,厚脂肪,冰冻之躯,"",1,无,86,小海狮,水,""
667968c43d53642023bdb953,厚脂肪,冰冻之躯,"",1,无,87,白海狮,水,冰
667968c43d53642023bdb954,恶臭,毒手,"",1,无,88,臭泥,毒,""
667968c43d53642023bdb955,毒手,化学之力,阿罗拉的样子,1,无,88,臭泥阿罗拉的样子,毒,恶
667968c43d53642023bdb956,恶臭,毒手,"",1,无,89,臭臭泥,毒,""
667968c43d53642023bdb957,毒手,化学之力,阿罗拉的样子,1,无,89,臭臭泥阿罗拉的样子,毒,恶
667968c43d53642023bdb958,硬壳盔甲,防尘,"",1,无,90,大舌贝,水,""
667968c43d53642023bdb959,硬壳盔甲,防尘,"",1,无,91,刺甲贝,水,冰
667968c43d53642023bdb95a,飘浮,"","",1,无,92,鬼斯,幽灵,毒
667968c43d53642023bdb95b,飘浮,"","",1,无,93,鬼斯通,幽灵,毒
667968c43d53642023bdb95c,咒术之躯,"","",1,无,94,耿鬼,幽灵,毒
667968c43d53642023bdb95d,踩影,"",超级耿鬼,1,无,94,耿鬼超级耿鬼,幽灵,毒
667968c43d53642023bdb95e,坚硬脑袋,碎裂铠甲,"",1,无,95,大岩蛇,岩石,地面
667968c43d53642023bdb95f,不眠,精神力,"",1,无,96,催眠貘,超能力,""
667968c43d53642023bdb960,不眠,精神力,"",1,无,97,引梦貘人,超能力,""
667968c43d53642023bdb961,怪力钳,强行,"",1,无,98,大钳蟹,水,""
667968c43d53642023bdb962,怪力钳,强行,"",1,无,99,巨钳蟹,水,""
667968c43d53642023bdb963,隔音,引爆,"",1,无,100,霹雳电球,电,""
667968c43d53642023bdb964,隔音,引爆,洗翠的样子,1,无,100,霹雳电球洗翠的样子,电,草
667968c43d53642023bdb965,隔音,引爆,"",1,无,101,顽皮雷弹,电,""
667968c43d53642023bdb966,隔音,引爆,洗翠的样子,1,无,101,顽皮雷弹洗翠的样子,电,草
667968c43d53642023bdb967,叶绿素,收获,"",1,无,102,蛋蛋,草,超能力
667968c43d53642023bdb968,叶绿素,收获,"",1,无,103,椰蛋树,草,超能力
667968c43d53642023bdb969,察觉,收获,阿罗拉的样子,1,无,103,椰蛋树阿罗拉的样子,草,龙
667968c43d53642023bdb96a,坚硬脑袋,战斗盔甲,"",1,无,104,卡拉卡拉,地面,""
667968c43d53642023bdb96b,坚硬脑袋,战斗盔甲,"",1,无,105,嘎啦嘎啦,地面,""
667968c43d53642023bdb96c,咒术之躯,坚硬脑袋,阿罗拉的样子,1,无,105,嘎啦嘎啦阿罗拉的样子,火,幽灵
667968c43d53642023bdb96d,柔软,轻装,"",1,无,106,飞腿郎,格斗,""
667968c43d53642023bdb96e,锐利目光,精神力,"",1,无,107,快拳郎,格斗,""
667968c43d53642023bdb96f,我行我素,无关天气,"",1,无,108,大舌头,一般,""
667968c43d53642023bdb970,飘浮,恶臭,"",1,无,109,瓦斯弹,毒,""
667968c43d53642023bdb971,飘浮,恶臭,"",1,无,110,双弹瓦斯,毒,""
667968c43d53642023bdb972,飘浮,薄雾制造者,伽勒尔的样子,1,无,110,双弹瓦斯伽勒尔的样子,毒,妖精
667968c43d53642023bdb973,避雷针,舍身,"",1,无,111,独角犀牛,地面,岩石
667968c43d53642023bdb974,避雷针,舍身,"",1,无,112,钻角犀兽,地面,岩石
667968c43d53642023bdb975,自然回复,治愈之心,"",1,无,113,吉利蛋,一般,""
667968c43d53642023bdb976,叶绿素,再生力,"",1,无,114,蔓藤怪,草,""
667968c53d53642023bdb977,早起,精神力,"",1,无,115,袋兽,一般,""
667968c53d53642023bdb978,亲子爱,"",超级袋兽,1,无,115,袋兽超级袋兽,一般,""
667968c53d53642023bdb979,悠游自如,湿气,"",1,无,116,墨海马,水,""
667968c53d53642023bdb97a,毒刺,湿气,"",1,无,117,海刺龙,水,""
667968c53d53642023bdb97b,悠游自如,避雷针,"",1,无,118,角金鱼,水,""
667968c53d53642023bdb97c,悠游自如,避雷针,"",1,无,119,金鱼王,水,""
667968c53d53642023bdb97d,发光,分析,"",1,无,120,海星星,水,""
667968c53d53642023bdb97e,发光,分析,"",1,无,121,宝石海星,水,超能力
667968c53d53642023bdb97f,隔音,技术高手,"",1,无,122,魔墙人偶,超能力,妖精
667968c53d53642023bdb980,干劲,冰冻之躯,伽勒尔的样子,1,无,122,魔墙人偶伽勒尔的样子,冰,超能力
667968c53d53642023bdb981,虫之预感,不屈之心,"",1,无,123,飞天螳螂,虫,飞行
667968c53d53642023bdb982,迟钝,干燥皮肤,"",1,无,124,迷唇姐,冰,超能力
667968c53d53642023bdb983,静电,干劲,"",1,无,125,电击兽,电,""
667968c53d53642023bdb984,火焰之躯,干劲,"",1,无,126,鸭嘴火兽,火,""
667968c53d53642023bdb985,怪力钳,自信过度,"",1,无,127,凯罗斯,虫,""
667968c53d53642023bdb986,飞行皮肤,"",超级凯罗斯,1,无,127,凯罗斯超级凯罗斯,虫,飞行
667968c53d53642023bdb987,威吓,强行,"",1,无,128,肯泰罗,一般,""
667968c53d53642023bdb988,威吓,反刍,帕底亚的样子（斗战种）,1,无,128,肯泰罗帕底亚的样子（斗战种）,格斗,""
667968c53d53642023bdb989,威吓,反刍,帕底亚的样子（火炽种）,1,无,128,肯泰罗帕底亚的样子（火炽种）,格斗,火
667968c53d53642023bdb98a,威吓,反刍,帕底亚的样子（水澜种）,1,无,128,肯泰罗帕底亚的样子（水澜种）,格斗,水
667968c53d53642023bdb98b,悠游自如,胆怯,"",1,无,129,鲤鱼王,水,""
667968c53d53642023bdb98c,威吓,自信过度,"",1,无,130,暴鲤龙,水,飞行
667968c53d53642023bdb98d,破格,"",超级暴鲤龙,1,无,130,暴鲤龙超级暴鲤龙,水,恶
667968c53d53642023bdb98e,储水,湿润之躯,"",1,无,131,拉普拉斯,水,冰
667968c53d53642023bdb98f,柔软,变身者,"",1,无,132,百变怪,一般,""
667968c53d53642023bdb990,逃跑,危险预知,"",1,无,133,伊布,一般,""
667968c53d53642023bdb991,储水,湿润之躯,"",1,无,134,水伊布,水,""
667968c53d53642023bdb992,蓄电,飞毛腿,"",1,无,135,雷伊布,电,""
667968c53d53642023bdb993,引火,毅力,"",1,无,136,火伊布,火,""
667968c53d53642023bdb994,复制,分析,"",1,无,137,多边兽,一般,""
667968c53d53642023bdb995,悠游自如,碎裂铠甲,"",1,无,138,菊石兽,岩石,水
667968c53d53642023bdb996,悠游自如,碎裂铠甲,"",1,无,139,多刺菊石兽,岩石,水
667968c53d53642023bdb997,悠游自如,碎裂铠甲,"",1,无,140,化石盔,岩石,水
667968c53d53642023bdb998,悠游自如,碎裂铠甲,"",1,无,141,镰刀盔,岩石,水
667968c53d53642023bdb999,坚硬脑袋,紧张感,"",1,无,142,化石翼龙,岩石,飞行
667968c53d53642023bdb99a,硬爪,"",超级化石翼龙,1,无,142,化石翼龙超级化石翼龙,岩石,飞行
667968c53d53642023bdb99b,免疫,贪吃鬼,"",1,无,143,卡比兽,一般,""
667968c53d53642023bdb99c,压迫感,雪隐,"",1,无,144,急冻鸟,冰,飞行
667968c53d53642023bdb99d,压迫感,静电,"",1,无,145,闪电鸟,电,飞行
667968c53d53642023bdb99e,压迫感,火焰之躯,"",1,无,146,火焰鸟,火,飞行
667968c53d53642023bdb99f,蜕皮,神奇鳞片,"",1,无,147,迷你龙,龙,""
667968c53d53642023bdb9a0,蜕皮,神奇鳞片,"",1,无,148,哈克龙,龙,""
667968c53d53642023bdb9a1,精神力,多重鳞片,"",1,无,149,快龙,龙,飞行
667968c53d53642023bdb9a2,压迫感,紧张感,"",1,无,150,超梦,超能力,""
667968c53d53642023bdb9a3,不屈之心,"",超级超梦Ｘ,1,无,150,超梦超级超梦Ｘ,超能力,格斗
667968c53d53642023bdb9a4,不眠,"",超级超梦Ｙ,1,无,150,超梦超级超梦Ｙ,超能力,""
667968c53d53642023bdb9a5,同步,"","",1,无,151,梦幻,超能力,""
667968c53d53642023bdb9a6,茂盛,叶子防守,"",2,无,153,月桂叶,草,""
667968c53d53642023bdb9a7,茂盛,叶子防守,"",2,无,154,大竺葵,草,""
667968c53d53642023bdb9a8,猛火,引火,"",2,无,155,火球鼠,火,""
667968c53d53642023bdb9a9,猛火,引火,"",2,无,156,火岩鼠,火,""
667968c53d53642023bdb9aa,猛火,引火,"",2,无,157,火暴兽,火,""
667968c53d53642023bdb9ab,猛火,察觉,洗翠的样子,2,无,157,火暴兽洗翠的样子,火,幽灵
667968c53d53642023bdb9ac,激流,强行,"",2,无,158,小锯鳄,水,""
667968c53d53642023bdb9ad,激流,强行,"",2,无,159,蓝鳄,水,""
667968c53d53642023bdb9ae,激流,强行,"",2,无,160,大力鳄,水,""
667968c53d53642023bdb9af,逃跑,察觉,"",2,无,161,尾立,一般,""
667968c53d53642023bdb9b0,逃跑,察觉,"",2,无,162,大尾立,一般,""
667968c53d53642023bdb9b1,不眠,有色眼镜,"",2,无,163,咕咕,一般,飞行
667968c53d53642023bdb9b2,不眠,有色眼镜,"",2,无,164,猫头夜鹰,一般,飞行
667968c53d53642023bdb9b3,虫之预感,胆怯,"",2,无,165,芭瓢虫,虫,飞行
667968c53d53642023bdb9b4,虫之预感,铁拳,"",2,无,166,安瓢虫,虫,飞行
667968c53d53642023bdb9b5,虫之预感,狙击手,"",2,无,167,圆丝蛛,虫,毒
