667968c53d53642023bdbd5f,宝可梦闻了这种薄荷之后，会令防御容易提高，而特攻则难以提高。,https://s1.52poke.wiki/wiki/thumb/9/94/Bag_%E6%B7%98%E6%B0%94%E8%96%84%E8%8D%B7_SV_Sprite.png/30px-Bag_%E6%B7%98%E6%B0%94%E8%96%84%E8%8D%B7_SV_Sprite.png,Impish Mint,わんぱくミント,淘气薄荷,道具#培养宝可梦的道具
667968c53d53642023bdbd60,宝可梦闻了这种薄荷之后，会令防御容易提高，而特防则难以提高。,https://s1.52poke.wiki/wiki/thumb/7/78/Bag_%E4%B9%90%E5%A4%A9%E8%96%84%E8%8D%B7_SV_Sprite.png/30px-Bag_%E4%B9%90%E5%A4%A9%E8%96%84%E8%8D%B7_SV_Sprite.png,Lax Mint,のうてんきミント,乐天薄荷,道具#培养宝可梦的道具
667968c53d53642023bdbd61,宝可梦闻了这种薄荷之后，会令防御容易提高，而速度则难以提高。,https://s1.52poke.wiki/wiki/thumb/e/ec/Bag_%E6%82%A0%E9%97%B2%E8%96%84%E8%8D%B7_SV_Sprite.png/30px-Bag_%E6%82%A0%E9%97%B2%E8%96%84%E8%8D%B7_SV_Sprite.png,Relaxed Mint,のんきミント,悠闲薄荷,道具#培养宝可梦的道具
667968c53d53642023bdbd62,宝可梦闻了这种薄荷之后，会令特攻容易提高，而攻击则难以提高。,https://s1.52poke.wiki/wiki/thumb/e/e9/Bag_%E5%86%85%E6%95%9B%E8%96%84%E8%8D%B7_SV_Sprite.png/30px-Bag_%E5%86%85%E6%95%9B%E8%96%84%E8%8D%B7_SV_Sprite.png,Modest Mint,ひかえめミント,内敛薄荷,道具#培养宝可梦的道具
667968c53d53642023bdbd63,宝可梦闻了这种薄荷之后，会令特攻容易提高，而防御则难以提高。,https://s1.52poke.wiki/wiki/thumb/5/52/Bag_%E6%85%A2%E5%90%9E%E5%90%9E%E8%96%84%E8%8D%B7_SV_Sprite.png/30px-Bag_%E6%85%A2%E5%90%9E%E5%90%9E%E8%96%84%E8%8D%B7_SV_Sprite.png,Mild Mint,おっとりミント,慢吞吞薄荷,道具#培养宝可梦的道具
667968c53d53642023bdbd64,宝可梦闻了这种薄荷之后，会令特攻容易提高，而特防则难以提高。,https://s1.52poke.wiki/wiki/thumb/4/46/Bag_%E9%A9%AC%E8%99%8E%E8%96%84%E8%8D%B7_SV_Sprite.png/30px-Bag_%E9%A9%AC%E8%99%8E%E8%96%84%E8%8D%B7_SV_Sprite.png,Rash Mint,うっかりやミント,马虎薄荷,道具#培养宝可梦的道具
667968c53d53642023bdbd65,宝可梦闻了这种薄荷之后，会令特攻容易提高，而速度则难以提高。,https://s1.52poke.wiki/wiki/thumb/7/7d/Bag_%E5%86%B7%E9%9D%99%E8%96%84%E8%8D%B7_SV_Sprite.png/30px-Bag_%E5%86%B7%E9%9D%99%E8%96%84%E8%8D%B7_SV_Sprite.png,Quiet Mint,れいせいミント,冷静薄荷,道具#培养宝可梦的道具
667968c53d53642023bdbd66,宝可梦闻了这种薄荷之后，会令特防容易提高，而攻击则难以提高。,https://s1.52poke.wiki/wiki/thumb/e/e9/Bag_%E6%B8%A9%E5%92%8C%E8%96%84%E8%8D%B7_SV_Sprite.png/30px-Bag_%E6%B8%A9%E5%92%8C%E8%96%84%E8%8D%B7_SV_Sprite.png,Calm Mint,おだやかミント,温和薄荷,道具#培养宝可梦的道具
667968c53d53642023bdbd67,宝可梦闻了这种薄荷之后，会令特防容易提高，而防御则难以提高。,https://s1.52poke.wiki/wiki/thumb/3/37/Bag_%E6%B8%A9%E9%A1%BA%E8%96%84%E8%8D%B7_SV_Sprite.png/30px-Bag_%E6%B8%A9%E9%A1%BA%E8%96%84%E8%8D%B7_SV_Sprite.png,Gentle Mint,おとなしいミント,温顺薄荷,道具#培养宝可梦的道具
667968c53d53642023bdbd68,宝可梦闻了这种薄荷之后，会令特防容易提高，而特攻则难以提高。,https://s1.52poke.wiki/wiki/thumb/c/cd/Bag_%E6%85%8E%E9%87%8D%E8%96%84%E8%8D%B7_SV_Sprite.png/30px-Bag_%E6%85%8E%E9%87%8D%E8%96%84%E8%8D%B7_SV_Sprite.png,Careful Mint,しんちょうミント,慎重薄荷,道具#培养宝可梦的道具
667968c53d53642023bdbd69,宝可梦闻了这种薄荷之后，会令特防容易提高，而速度则难以提高。,https://s1.52poke.wiki/wiki/thumb/6/6c/Bag_%E8%87%AA%E5%A4%A7%E8%96%84%E8%8D%B7_SV_Sprite.png/30px-Bag_%E8%87%AA%E5%A4%A7%E8%96%84%E8%8D%B7_SV_Sprite.png,Sassy Mint,なまいきミント,自大薄荷,道具#培养宝可梦的道具
667968c53d53642023bdbd6a,宝可梦闻了这种薄荷之后，会令速度容易提高，而攻击则难以提高。,https://s1.52poke.wiki/wiki/thumb/0/03/Bag_%E8%83%86%E5%B0%8F%E8%96%84%E8%8D%B7_SV_Sprite.png/30px-Bag_%E8%83%86%E5%B0%8F%E8%96%84%E8%8D%B7_SV_Sprite.png,Timid Mint,おくびょうミント,胆小薄荷,道具#培养宝可梦的道具
667968c53d53642023bdbd6b,宝可梦闻了这种薄荷之后，会令速度容易提高，而防御则难以提高。,https://s1.52poke.wiki/wiki/thumb/4/49/Bag_%E6%80%A5%E8%BA%81%E8%96%84%E8%8D%B7_SV_Sprite.png/30px-Bag_%E6%80%A5%E8%BA%81%E8%96%84%E8%8D%B7_SV_Sprite.png,Hasty Mint,せっかちミント,急躁薄荷,道具#培养宝可梦的道具
667968c53d53642023bdbd6c,宝可梦闻了这种薄荷之后，会令速度容易提高，而特攻则难以提高。,https://s1.52poke.wiki/wiki/thumb/a/ab/Bag_%E7%88%BD%E6%9C%97%E8%96%84%E8%8D%B7_SV_Sprite.png/30px-Bag_%E7%88%BD%E6%9C%97%E8%96%84%E8%8D%B7_SV_Sprite.png,Jolly Mint,ようきミント,爽朗薄荷,道具#培养宝可梦的道具
667968c53d53642023bdbd6d,宝可梦闻了这种薄荷之后，会令速度容易提高，而特防则难以提高。,https://s1.52poke.wiki/wiki/thumb/9/97/Bag_%E5%A4%A9%E7%9C%9F%E8%96%84%E8%8D%B7_SV_Sprite.png/30px-Bag_%E5%A4%A9%E7%9C%9F%E8%96%84%E8%8D%B7_SV_Sprite.png,Naive Mint,むじゃきミント,天真薄荷,道具#培养宝可梦的道具
667968c53d53642023bdbd6e,宝可梦闻了这种薄荷之后，攻击、防御、速度、特防、特攻能全方位提高。,https://s1.52poke.wiki/wiki/thumb/a/a4/Bag_%E8%AE%A4%E7%9C%9F%E8%96%84%E8%8D%B7_SV_Sprite.png/30px-Bag_%E8%AE%A4%E7%9C%9F%E8%96%84%E8%8D%B7_SV_Sprite.png,Serious Mint,まじめミント,认真薄荷,道具#培养宝可梦的道具
667968c53d53642023bdbd6f,不可思议的沙子。能让宝可梦的奋斗等级提升。可用于奋斗等级０～２的宝可梦。,https://s1.52poke.wiki/wiki/thumb/7/76/Bag_%E5%A5%8B%E6%96%97%E6%B2%99_LA_Sprite.png/30px-Bag_%E5%A5%8B%E6%96%97%E6%B2%99_LA_Sprite.png,Grit Dust,ガンバリのすな,奋斗沙,道具#培养宝可梦的道具
667968c53d53642023bdbd70,不可思议的沙砾。能让宝可梦的奋斗等级提升。可用于奋斗等级３～５的宝可梦。,https://s1.52poke.wiki/wiki/thumb/5/56/Bag_%E5%A5%8B%E6%96%97%E7%A0%BE_LA_Sprite.png/30px-Bag_%E5%A5%8B%E6%96%97%E7%A0%BE_LA_Sprite.png,Grit Gravel,ガンバリのじゃり,奋斗砾,道具#培养宝可梦的道具
667968c53d53642023bdbd71,不可思议的石块。能让宝可梦的奋斗等级提升。可用于奋斗等级６～８的宝可梦。,https://s1.52poke.wiki/wiki/thumb/6/69/Bag_%E5%A5%8B%E6%96%97%E7%9F%B3_LA_Sprite.png/30px-Bag_%E5%A5%8B%E6%96%97%E7%9F%B3_LA_Sprite.png,Grit Pebble,ガンバリのいし,奋斗石,道具#培养宝可梦的道具
667968c53d53642023bdbd72,不可思议的岩石。能让宝可梦的奋斗等级提升。可用于奋斗等级９的宝可梦。,https://s1.52poke.wiki/wiki/thumb/6/69/Bag_%E5%A5%8B%E6%96%97%E5%B2%A9_LA_Sprite.png/30px-Bag_%E5%A5%8B%E6%96%97%E5%B2%A9_LA_Sprite.png,Grit Rock,ガンバリのいわ,奋斗岩,道具#培养宝可梦的道具
667968c53d53642023bdbd73,糅合树果的粘糕。能提高１只宝可梦的ＨＰ的基础点数。,https://s1.52poke.wiki/wiki/thumb/f/f1/Bag_%E4%BD%93%E5%8A%9B%E7%B2%98%E7%B3%95_SV_Sprite.png/30px-Bag_%E4%BD%93%E5%8A%9B%E7%B2%98%E7%B3%95_SV_Sprite.png,Health Mochi,たいりょくのもち,体力粘糕,道具#培养宝可梦的道具
