6686a11e708538039af114f9,"
让身体一下子长大，从而提高攻击和特攻。
","令使用者的攻击提升1级。
令使用者的特攻提升1级。
在大晴天或大日照天气下等级提升数量翻倍。
",https://s1.52poke.wiki/assets/animoves/AniMove074.gif,74,生长,"不是接触类招式
不受守住影响
不受魔法反射影响
可以被抢夺
不受鹦鹉学舌影响
不受王者之证等类似道具影响","




对手

 

对手

 

对手


     



     



     


自身

 

同伴

 

同伴

"
6686a11e708538039af114fa,"
植入寄生种子后，将在每回合一点一点吸取对手的ＨＰ，从而用来回复自己的ＨＰ。
","主页面：寄生种子（状态）使目标宝可梦陷入寄生种子状态，对草属性宝可梦及拥有食草特性的宝可梦无效。处于寄生种子状态的宝可梦每回合结束时损失1⁄8的最大ＨＰ，同时该状态的施放者恢复等量的ＨＰ。
",https://s1.52poke.wiki/assets/animoves/AniMove073.gif,73,寄生种子,"不是接触类招式
受守住影响
受魔法反射影响
不可以被抢夺
受鹦鹉学舌影响
不受王者之证等类似道具影响","




对手

 

对手

 

对手


     



     



     


自身

 

同伴

 

同伴

"
6686a11e708538039af114fb,"
第１回合收集满满的日光，第２回合发射光束进行攻击。
","使用日光束的宝可梦在第一回合进行蓄力。进行蓄力时的提示为：“[宝可梦的名字]吸收了光！”。进行蓄力时不能下达指令。
在第二回合发动招式。攻击目标造成伤害。
在天气为下雨、大雨、沙暴、冰雹、下雪或起雾状态时威力减半。
蓄力的回合会进行行动判定，成功进行蓄力则消耗ＰＰ。
攻击的回合也会进行行动判定，出现不能行动的情况则招式失败。
在蓄力的回合，当天气为大晴天或大日照状态时，或者消耗携带的强力香草，可以立刻结束蓄力，在当回合发动招式。
对使用日光束的宝可梦（无论当回合是在进行蓄力或进行攻击）使用突袭可以成功。
",https://s1.52poke.wiki/assets/animoves/AniMove076.gif,76,日光束,"不是接触类招式
受守住影响
不受魔法反射影响
不可以被抢夺
受鹦鹉学舌影响
受王者之证等类似道具影响","




对手

 

对手

 

对手


     



     



     


自身

 

同伴

 

同伴

"
6686a11e708538039af114fc,"
撒出毒粉，从而让对手陷入中毒状态。
","毒粉会使目标陷入中毒状态。
对草属性、防尘特性、携带防尘护目镜的宝可梦无效。
",https://s1.52poke.wiki/assets/animoves/AniMove077.gif,77,毒粉,"不是接触类招式
受守住影响
受魔法反射影响
不可以被抢夺
受鹦鹉学舌影响
不受王者之证等类似道具影响","




对手

 

对手

 

对手


     



     



     


自身

 

同伴

 

同伴

"
6686a11e708538039af114fd,"
飞出叶片，切斩对手进行攻击。容易击中要害。
","攻击目标造成伤害。击中要害率比大部分招式高1级。
",https://s1.52poke.wiki/assets/animoves/AniMove075.gif,75,飞叶快刀,"不是接触类招式
受守住影响
不受魔法反射影响
不可以被抢夺
受鹦鹉学舌影响
受王者之证等类似道具影响","




对手

 

对手

 

对手


     



     



     


自身

 

同伴

 

同伴

"
6686a11e708538039af114fe,"
用口中吐出的丝缠绕对手，从而大幅降低对手的速度。
","令目标的速度降低2级。
",https://s1.52poke.wiki/assets/animoves/AniMove081.gif,81,吐丝,"不是接触类招式
受守住影响
受魔法反射影响
不可以被抢夺
受鹦鹉学舌影响
不受王者之证等类似道具影响","




对手

 

对手

 

对手


     



     



     


自身

 

同伴

 

同伴

"
6686a11e708538039af114ff,"
向对手发出强力电击进行攻击。有时会让对手陷入麻痹状态。
","攻击目标造成伤害。
十万伏特有10%的几率使目标陷入麻痹状态。
",https://s1.52poke.wiki/assets/animoves/AniMove085.gif,85,十万伏特,"不是接触类招式
受守住影响
不受魔法反射影响
不可以被抢夺
受鹦鹉学舌影响
受王者之证等类似道具影响","




对手

 

对手

 

对手


     



     



     


自身

 

同伴

 

同伴

"
6686a11e708538039af11500,"
将愤怒的冲击波撞向对手进行攻击。必定会给予40的伤害。
","对目标造成40伤害。该招式无法对没有效果的属性的宝可梦造成伤害，但忽略其它属性相克和属性一致加成。
",https://s1.52poke.wiki/assets/animoves/AniMove082.gif,82,龙之怒,"不是接触类招式
受守住影响
不受魔法反射影响
不可以被抢夺
受鹦鹉学舌影响
受王者之证等类似道具影响","




对手

 

对手

 

对手


     



     



     


自身

 

同伴

 

同伴

"
6686a11e708538039af11501,"
发出电流刺激对手进行攻击。有时会让对手陷入麻痹状态。
","攻击目标造成伤害。
电击有10%的几率使目标陷入麻痹状态。
",https://s1.52poke.wiki/assets/animoves/AniMove084.gif,84,电击,"不是接触类招式
受守住影响
不受魔法反射影响
不可以被抢夺
受鹦鹉学舌影响
受王者之证等类似道具影响","




对手

 

对手

 

对手


     



     



     


自身

 

同伴

 

同伴

"
6686a11e708538039af11502,"
拿起小岩石，投掷对手进行攻击。
","攻击目标造成伤害。 
",https://s1.52poke.wiki/assets/animoves/AniMove088.gif,88,落石,"不是接触类招式
受守住影响
不受魔法反射影响
不可以被抢夺
受鹦鹉学舌影响
受王者之证等类似道具影响","




对手

 

对手

 

对手


     



     



     


自身

 

同伴

 

同伴

"
