667968c33d53642023bdb463,3,受到电属性的招式攻击时，不会受到伤害，而是速度会提高。,4,1,78,Motor Drive,でんきエンジン,电气引擎
667968c33d53642023bdb464,14,面对性别相同的对手，会燃起斗争心，变得更强。而面对性别不同的，则会变弱。,4,4,79,Rivalry,とうそうしん,斗争心
667968c33d53642023bdb465,8,每次畏缩时，不屈之心就会燃起，速度也会提高。,4,7,80,Steadfast,ふくつのこころ,不屈之心
667968c33d53642023bdb466,14,下雪天气时，闪避率会提高。,4,1,81,Snow Cloak,ゆきがくれ,雪隐
667968c33d53642023bdb467,22,原本ＨＰ变得很少时才会吃树果，在ＨＰ还有一半时就会把它吃掉。,4,11,82,Gluttony,くいしんぼう,贪吃鬼
667968c33d53642023bdb468,4,要害被击中时，会大发雷霆，攻击力变为最大。,4,6,83,Anger Point,いかりのつぼ,愤怒穴位
667968c33d53642023bdb469,10,失去所持有的道具时，速度会提高。,4,7,84,Unburden,かるわざ,轻装
667968c33d53642023bdb46a,3,耐热的体质会让火属性的招式伤害减半。,4,2,85,Heatproof,たいねつ,耐热
667968c33d53642023bdb46b,3,能力变化会变为平时的２倍。,4,2,86,Simple,たんじゅん,单纯
667968c33d53642023bdb46c,6,下雨天气时和受到水属性的招式时，ＨＰ会回复。晴朗天气时和受到火属性的招式时，ＨＰ会减少。,4,1,87,Dry Skin,かんそうはだ,干燥皮肤
667968c33d53642023bdb46d,4,比较对手的防御和特防，根据较低的那项能力相应地提高自己的攻击或特攻。,4,0,88,Download,ダウンロード,下载
667968c33d53642023bdb46e,8,使用拳类招式的威力会提高。,4,10,89,Iron Fist,てつのこぶし,铁拳
667968c33d53642023bdb46f,2,变为中毒状态时，ＨＰ不会减少，反而会增加起来。,4,1,90,Poison Heal,ポイズンヒール,毒疗
667968c33d53642023bdb470,8,与自身同属性的招式威力会提高。,4,7,91,Adaptability,てきおうりょく,适应力
667968c33d53642023bdb471,6,如果使用连续招式，总是能使出最高次数。,4,4,92,Skill Link,スキルリンク,连续攻击
667968c33d53642023bdb472,13,下雨天气时，异常状态会治愈。,4,9,93,Hydration,うるおいボディ,湿润之躯
667968c33d53642023bdb473,4,晴朗天气时，特攻会提高，而每回合ＨＰ会减少。,4,5,94,Solar Power,サンパワー,太阳之力
667968c33d53642023bdb474,5,变为异常状态时，速度会提高。,4,4,95,Quick Feet,はやあし,飞毛腿
667968c33d53642023bdb475,2,无论是什么属性的招式，全部会变为一般属性。威力会少量提高。,4,0,96,Normalize,ノーマルスキン,一般皮肤
667968c33d53642023bdb476,9,击中要害时，威力会变得更强。,4,8,97,Sniper,スナイパー,狙击手
667968c33d53642023bdb477,7,不会受到攻击以外的伤害。,4,3,98,Magic Guard,マジックガード,魔法防守
667968c33d53642023bdb478,6,由于无防守战术，双方使出的招式都必定会击中。,4,5,99,No Guard,ノーガード,无防守
667968c33d53642023bdb479,1,使出招式的顺序必定会变为最后。,4,0,100,Stall,あとだし,慢出
667968c33d53642023bdb47a,13,攻击时可以将低威力招式的威力提高。,4,11,101,Technician,テクニシャン,技术高手
667968c33d53642023bdb47b,13,晴朗天气时，不会变为异常状态。,4,8,102,Leaf Guard,リーフガード,叶子防守
667968c33d53642023bdb47c,8,无法使用持有的道具。,4,4,103,Klutz,ぶきよう,笨拙
667968c33d53642023bdb47d,15,可以不受对手特性的干扰，向对手使出招式。,4,10,104,Mold Breaker,かたやぶり,破格
667968c33d53642023bdb47e,6,因为拥有超幸运，攻击容易击中对手的要害。,4,3,105,Super Luck,きょううん,超幸运
667968c33d53642023bdb47f,4,变为濒死时，会对接触到自己的对手造成伤害。,4,4,106,Aftermath,ゆうばく,引爆
667968c33d53642023bdb480,9,可以察觉到对手拥有的危险招式。,4,4,107,Anticipation,きけんよち,危险预知
667968c33d53642023bdb481,6,出场时，只读取１个对手拥有的招式。,4,0,108,Forewarn,よちむ,预知梦
667968c33d53642023bdb482,6,可以无视对手能力的变化，进行攻击。,4,9,109,Unaware,てんねん,纯朴
667968c33d53642023bdb483,4,可以将效果不好的招式以通常的威力使出。,4,8,110,Tinted Lens,いろめがね,有色眼镜
667968c33d53642023bdb484,3,受到效果绝佳的攻击时，可以减弱其威力。,4,1,111,Filter,フィルター,过滤
667968c33d53642023bdb485,1,在５回合内，攻击和速度减半。,4,1,112,Slow Start,スロースタート,慢启动
667968c33d53642023bdb486,4,一般属性和格斗属性的招式可以击中幽灵属性的宝可梦。对威吓也毫不动摇。,4,11,113,Scrappy,きもったま,胆量
667968c33d53642023bdb487,4,将水属性的招式引到自己身上，不会受到伤害，而是会提高特攻。,4,4,114,Storm Drain,よびみず,引水
667968c33d53642023bdb488,12,下雪天气时，会缓缓回复ＨＰ。,4,9,115,Ice Body,アイスボディ,冰冻之躯
667968c33d53642023bdb489,4,受到效果绝佳的攻击时，可以减弱其威力。,4,0,116,Solid Rock,ハードロック,坚硬岩石
667968c33d53642023bdb48a,4,出场时，会将天气变为下雪。,4,4,117,Snow Warning,ゆきふらし,降雪
667968c33d53642023bdb48b,3,战斗结束时，有时候会捡来甜甜蜜。,4,1,118,Honey Gather,みつあつめ,采蜜
667968c33d53642023bdb48c,20,出场时，可以察觉对手的持有物。,4,10,119,Frisk,おみとおし,察觉
667968c33d53642023bdb48d,4,自己会因反作用力受伤的招式，其威力会提高。,4,9,120,Reckless,すてみ,舍身
667968c33d53642023bdb48e,1,自己的属性会根据持有的石板而改变。,4,0,121,Multitype,マルチタイプ,多属性
667968c33d53642023bdb48f,1,晴朗天气时，自己与同伴的攻击和特防能力会提高。,4,0,122,Flower Gift,フラワーギフト,花之礼
667968c33d53642023bdb490,1,给予睡眠状态的对手伤害。,4,0,123,Bad Dreams,ナイトメア,梦魇
667968c33d53642023bdb491,12,招式的追加效果消失，但因此能以更高的威力使出招式。,5,21,125,Sheer Force,ちからずく,强行
667968c33d53642023bdb492,2,能力的变化发生逆转，原本提高时会降低，而原本降低时会提高。,5,8,126,Contrary,あまのじゃく,唱反调
667968c33d53642023bdb493,8,让对手紧张，使其无法食用树果。,5,18,127,Unnerve,きんちょうかん,紧张感
667968c33d53642023bdb494,5,被对手降低能力时，攻击会大幅提高。,5,11,128,Defiant,まけんき,不服输
667968c33d53642023bdb495,2,ＨＰ减半时，会变得软弱，攻击和特攻会减半。,5,0,129,Defeatist,よわき,软弱
667968c33d53642023bdb496,4,受到攻击时，有时会把对手的招式变为定身法状态。,5,9,130,Cursed Body,のろわれボディ,咒术之躯
667968c33d53642023bdb497,8,有时会治愈异常状态的同伴。,5,3,131,Healer,いやしのこころ,治愈之心
667968c33d53642023bdb498,1,可以减少我方的伤害。,5,8,132,Friend Guard,フレンドガード,友情防守
667968c33d53642023bdb499,7,受到物理招式的伤害时，防御会降低，速度会大幅提高。,5,17,133,Weak Armor,くだけるよろい,碎裂铠甲
667968c33d53642023bdb49a,1,自身的重量会变为２倍。,5,7,134,Heavy Metal,ヘヴィメタル,重金属
667968c33d53642023bdb49b,1,自身的重量会减半。,5,5,135,Light Metal,ライトメタル,轻金属
667968c33d53642023bdb49c,0,ＨＰ全满时，受到的伤害会变少。,5,2,136,Multiscale,マルチスケイル,多重鳞片
